restaurant,resume,section,product,price,section_trt
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,"NOS SPÉCIALISTES THAÏ
Tout nos plats sont accompagnés de légumes.",Mix 23,1.200 DA,PATES
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Cheeseburger,200 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le double cheese,400 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le triple burger,550 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le chicken,300 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le double chicken,450 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le country,500 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le royal,350 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le best,450 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,(Solo),450 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le savoyard,590 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BURGERS,Le double best,590 DA,BURGER
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Le double savoyard,450 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Composez votre tacos,650 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Le tacos raclette,600 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Le tacos boursin,50 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Jambon de dinde,50 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Oeuf,150 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Raclette,100 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Gruyère,50 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Cheddar,50 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Vache qui rit,150 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Sauce fromagère,200 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,TACOS,Viande hachée,200 DA,TACOS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SALADES,Escalopes,240 DA,SALADES
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SALADES,Salade césar,240 DA,SALADES
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Salade Niçoise,400 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,L'Algérois,450 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le 3 fromages,350 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le curry,480 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le fameux,450 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le hummer,500 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le mixte,450 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le tandoori,700 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,NOTRE SÉLÉCTION DE SANDWICHS,Le wapper,520 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Le XXL,400 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza Margarita,600 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza végétarienne,500 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza Parisienne,600 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza orientale,650 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza buffalo,650 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza 4 fromages,500 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza chicken,600 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza reine,550 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza thon,900 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza fruits de mer,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza mixte,850 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,Pizza scandinave,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS,La Kebab crème fraiche,950 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,La boisée kebab,650 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza paysanne,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,La chef,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza chèvre miel,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza Algérienne,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza Bollywood,750 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza Tandoori,850 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza boisée,850 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,PIZZAS BLANCHES,Pizza raclette,850 DA,PIZZA
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SANDWICHS ROULÉS,Pizza Marseillaise,550 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SANDWICHS ROULÉS,Le curry roulé,700 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SANDWICHS ROULÉS,Le fameux roulé,700 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SANDWICHS ROULÉS,Le mixte roulé,750 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,SANDWICHS ROULÉS,Le kebab roulé,600 DA,SANDWICHS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,L'Algérois roulé,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Coca Cola,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Fanta citron,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Fanta fraise,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Fanta pomme,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Rouiba excellence,100 DA,BOISSONS
Central Up,3.7 • $ • Burger • Pizza • Sandwichs • Tacos,BOISSONS,Sprite,100 DA,BOISSONS
